" Tabela 3 - Minerais na composição de alimentos por 100 gramas de parte comestível",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"(continuação)"
"Código e descrição do alimento ",,"Código e descrição da preparação",,"Cálcio 
(mg)","Mag-
nésio 
(mg)","Man-
ganês 
(mg)","Fósforo 
(mg)","Ferro 
(mg)","Sódio 
(mg)","Sódio 
de 
adição 
(mg)","Potás-
sio
(mg)","Co-
bre 
(mg)","Zinco
(mg)","Selê-
nio
(mcg)"
"Cereais e leguminosas",,,,,,,,,,,,,,
6502403,"Mini pizza semipronta",99,"Não se aplica","166,42","18,91","0,32","170,58","2,22","444,42","-","140,69","0,09","1,03","19,27"
6502501,"Fibra de soja",99,"Não se aplica","521,00","234,00","2,00","193,00","40,00","20,00","-","1420,00","1,00","5,00","-"
6502603,"Minipastel",99,"Não se aplica","18,34","16,77","0,31","108,95","2,48","413,20","100,00","127,61","0,09","0,93","30,81"
6503401,"Macarrão ",1,"Cru(a)","7,00","18,00","0,32","58,00","1,28","1,00","141,00","44,00","0,10","0,51","26,40"
6503401,"Macarrão ",2,"Cozido(a)","7,00","18,00","0,32","58,00","1,28","1,00","141,00","44,00","0,10","0,51","26,40"
6503401,"Macarrão ",3,"Grelhado(a)/brasa/churrasco","7,00","18,00","0,32","58,00","1,28","1,00","141,00","44,00","0,10","0,51","26,40"
6503401,"Macarrão ",4,"Assado(a)","7,00","18,00","0,32","58,00","1,28","1,00","141,00","44,00","0,10","0,51","26,40"
6503401,"Macarrão ",5,"Frito(a)","7,00","18,00","0,32","58,00","1,28","1,00","141,00","44,00","0,10","0,51","27,89"
6503401,"Macarrão ",6,"Empanado(a)/à milanesa","7,00","18,00","0,32","58,00","1,28","1,00","141,00","44,00","0,10","0,51","27,89"
6503401,"Macarrão ",7,"Refogado(a)","7,00","18,00","0,32","58,00","1,28","1,00","141,00","44,00","0,10","0,51","27,89"
6503401,"Macarrão ",8,"Molho vermelho","12,08","15,05","0,23","43,92","1,04","225,72","113,00","145,67","0,10","0,35","13,50"
6503401,"Macarrão ",9,"Molho branco","28,48","16,71","0,27","66,09","1,09","21,72","160,00","65,25","0,08","0,50","22,29"
6503401,"Macarrão ",10,"Ao alho e óleo","7,00","18,00","0,32","58,00","1,28","1,00","141,00","44,00","0,10","0,51","27,89"
6503401,"Macarrão ",11,"Com manteiga/óleo","7,81","18,07","0,32","58,81","1,28","20,46","141,00","44,81","0,10","0,51","26,43"
6503401,"Macarrão ",12,"Ao vinagrete","7,00","18,00","0,32","58,00","1,28","1,00","141,00","44,00","0,10","0,51","26,40"
6503401,"Macarrão ",13,"Ensopado","7,00","18,00","0,32","58,00","1,28","1,00","141,00","44,00","0,10","0,51","27,89"
6503401,"Macarrão ",15,"Sopa","7,00","18,00","0,32","58,00","1,28","1,00","141,00","44,00","0,10","0,51","26,40"
6503401,"Macarrão ",99,"Não se aplica","7,00","18,00","0,32","58,00","1,28","1,00","141,00","44,00","0,10","0,51","26,40"
6503501,"Purê de batata",99,"Não se aplica","18,21","18,34","0,12","43,96","0,27","138,26","102,00","298,44","0,15","0,27","0,64"
6503601,"Bife vegetal",99,"Não se aplica","49,84","13,02","0,28","98,00","2,62","455,73","-","44,68","0,09","0,41","11,04"
6503603,"Carne vegetal",5,"Frito(a)","49,84","13,02","0,28","98,00","2,62","455,73","-","44,68","0,09","0,41","11,04"
6503604,"Pasta de soja",99,"Não se aplica","32,00","27,00","0,41","90,00","1,03","36,00","-","194,00","0,20","0,61","9,38"
6503605,"Carne de soja",99,"Não se aplica","49,84","13,02","0,28","98,00","2,62","455,73","-","44,68","0,09","0,41","11,04"
6503702,"Amendoim moído",99,"Não se aplica","92,00","168,00","1,93","376,00","4,58","18,00","-","705,00","1,14","3,27","7,20"
6504101,"Granola ",99,"Não se aplica","33,33","317,00","3,23","337,00","2,78","50,00","-","494,00","0,41","1,92","17,30"
6504601,"Musli",99,"Não se aplica","33,33","317,00","3,23","337,00","2,78","50,00","-","494,00","0,41","1,92","17,30"
6504701,"Mix de cereais",99,"Não se aplica","33,33","317,00","3,23","337,00","2,78","50,00","-","494,00","0,41","1,92","17,30"
6504801,"Miojo",99,"Não se aplica","94,04","19,73","0,21","101,26","0,87","429,68","-","128,16","0,07","0,64","20,21"
6504802,"Macarrão instantâneo",99,"Não se aplica","94,04","19,73","0,21","101,26","0,87","429,68","-","128,16","0,07","0,64","20,21"
6505101,"Sustagem",99,"Não se aplica","538,29","194,45","1,85","463,30","11,11","351,16","-","1038,55","1,30","7,41","18,95"
6505601,"Proteína de soja",99,"Não se aplica","49,84","13,02","0,28","98,00","2,62","455,73","-","44,68","0,09","0,41","11,04"
6505603,"Proteína vegetal",99,"Não se aplica","49,84","13,02","0,28","98,00","2,62","455,73","-","44,68","0,09","0,41","11,04"
6505701,"Complemento alimentar de qualquer sabor",99,"Não se aplica","538,29","194,45","1,85","463,30","11,11","351,16","-","1038,55","1,30","7,41","18,95"
6505902,"Sucrilhos de milho light",99,"Não se aplica","143,00","11,00","-","101,00","3,10","655,00","-","83,00","0,06","7,60","-"
6506003,"Mini pizza semipronta light",4,"Assado(a)","308,77","24,06","0,29","264,19","2,16","736,75","-","184,62","0,11","1,60","17,98"
6506302,"Macarrão instantâneo light",15,"Sopa","94,04","19,73","0,21","101,26","0,87","429,68","-","128,16","0,07","0,64","20,21"
6506302,"Macarrão instantâneo light",99,"Não se aplica","94,04","19,73","0,21","101,26","0,87","429,68","-","128,16","0,07","0,64","20,21"
6506401,"Proteína de soja orgânica",99,"Não se aplica","49,84","13,02","0,28","98,00","2,62","455,73","-","44,68","0,09","0,41","11,04"
6573225,"Macarrão com carne",99,"Não se aplica","12,24","15,39","0,21","61,22","1,34","82,21","48,00","137,20","0,09","1,05","16,28"
6573226,"Macarrão com peixe",99,"Não se aplica","12,50","38,00","0,17","173,50","0,81","53,00","24,00","194,00","0,06","0,57","43,63"
"Cocos, castanhas e nozes",,,,,,,,,,,,,,
6600101,"Coco-da-baía (seco ou verde)",99,"Não se aplica","14,00","32,00","1,50","113,00","2,43","20,00","-","356,00","0,44","1,10","10,10"
6600301,"Castanha portuguesa",99,"Não se aplica","46,00","54,00","0,85","99,00","1,73","27,00","-","715,00","0,47","0,25","0,64"
6600401,"Pinhão",99,"Não se aplica","15,77","52,97","0,41","165,84","0,76","0,86","-","727,01","0,18","0,83","-"
6600501,"Amêndoa",99,"Não se aplica","248,00","275,00","2,54","474,00","4,30","1,00","338,00","728,00","1,11","3,36","2,80"
6600601,"Avelã",99,"Não se aplica","114,00","163,00","6,18","290,00","4,70","-","-","680,00","1,73","2,45","2,40"
6600701,"Castanha-do-pará",99,"Não se aplica","160,00","376,00","1,22","725,00","2,43","3,00","854,00","659,00","1,74","4,06","1917,00"
6600801,"Castanha de caju",99,"Não se aplica","45,00","260,00","0,83","490,00","6,00","16,00","624,00","565,00","2,22","5,60","11,70"
6600912,"Butiá",99,"Não se aplica","20,00","-","-","36,00","2,20","-","-","-","-","-","-"
6601108,"Tucumã",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-"
6601208,"Coco de mucajá",99,"Não se aplica","66,53","66,05","0,08","43,87","0,81","0,65","-","305,81","0,35","0,66","-"
6601501,"Noz (nogueira)",99,"Não se aplica","98,00","158,00","3,41","346,00","2,91","2,00","-","441,00","1,59","3,09","4,90"
6601706,"Açaí ",99,"Não se aplica","118,00","-","-","58,00","1,09","-","-","-","-","-","-"
6601707,"Juçara",99,"Não se aplica","118,00","-","-","58,00","1,09","-","-","-","-","-","-"
6601709,"Uaçaí",99,"Não se aplica","118,00","-","-","58,00","1,09","-","-","-","-","-","-"
6601712,"Jussara",99,"Não se aplica","118,00","-","-","58,00","1,09","-","-","-","-","-","-"
6601805,"Pupunha",99,"Não se aplica","58,00","38,00","1,39","65,00","3,13","426,00","-","177,00","0,13","1,15","0,70"
6601902,"Bacaba",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-"
6601904,"Bacabuçu",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-"
6602001,"Castanha-da-índia",99,"Não se aplica","160,00","376,00","1,22","725,00","2,43","3,00","-","659,00","1,74","4,06","1917,00"
6602201,"Pistache",99,"Não se aplica","107,00","121,00","1,20","490,00","4,15","1,00","-","1025,00","1,30","2,20","7,00"
6602301,"Buriti ",99,"Não se aplica","156,00","-","-","54,00","5,00","-","-","-","-","-","-"
6602401,"Coco ",99,"Não se aplica","14,00","32,00","1,50","113,00","2,43","20,00","-","356,00","0,44","1,10","10,10"
6602601,"Patauá ",99,"Não se aplica","20,00","-","-","36,00","2,20","-","-","-","-","-","-"
"Hortaliças folhosas, frutosas e outras",,,,,,,,,,,,,,
6700101,"Alface",99,"Não se aplica","36,00","13,00","0,25","29,00","0,86","28,00","-","194,00","0,03","0,18","0,60"
6700201,"Bertalha",7,"Refogado(a)","136,00","87,00","0,94","56,00","3,57","70,00","210,00","466,00","0,17","0,76","2,66"
6700301,"Chicória",1,"Cru(a)","52,00","15,00","0,42","28,00","0,83","22,00","-","314,00","0,10","0,79","0,20"
6700301,"Chicória",2,"Cozido(a)","72,00","18,00","0,42","28,00","0,90","23,00","290,00","228,00","0,16","0,24","2,50"
6700301,"Chicória",7,"Refogado(a)","72,00","18,00","0,42","28,00","0,90","23,00","290,00","228,00","0,16","0,24","2,50"
6700301,"Chicória",12,"Ao vinagrete","72,00","18,00","0,42","28,00","0,90","23,00","290,00","228,00","0,16","0,24","2,50"
6700304,"Escarola",99,"Não se aplica","64,00","18,00","0,55","32,00","1,02","29,00","-","364,00","0,12","0,97","1,86"
6700501,"Couve",1,"Cru(a)","145,00","9,00","0,28","10,00","0,19","20,00","-","169,00","0,04","0,13","1,30"
6700501,"Couve",2,"Cozido(a)","140,00","20,00","0,44","30,00","1,16","16,00","199,00","116,00","0,04","0,23","0,50"
6700501,"Couve",5,"Frito(a)","140,00","20,00","0,44","30,00","1,16","16,00","199,00","116,00","0,04","0,23","1,60"
6700501,"Couve",7,"Refogado(a)","140,00","20,00","0,44","30,00","1,16","16,00","199,00","116,00","0,04","0,23","1,60"
6700501,"Couve",8,"Molho vermelho","114,60","19,20","0,37","29,20","1,13","117,60","199,00","159,00","0,05","0,22","0,44"
6700501,"Couve",10,"Ao alho e óleo","140,00","20,00","0,44","30,00","1,16","16,00","199,00","116,00","0,04","0,23","1,60"
6700501,"Couve",11,"Com manteiga/óleo","140,60","20,05","0,44","30,60","1,16","30,34","199,00","116,60","0,04","0,23","0,53"
6700501,"Couve",12,"Ao vinagrete","140,00","20,00","0,44","30,00","1,16","16,00","199,00","116,00","0,04","0,23","0,50"
6700501,"Couve",13,"Ensopado","140,00","20,00","0,44","30,00","1,16","16,00","199,00","116,00","0,04","0,23","1,60"
6700501,"Couve",14,"Mingau","140,00","20,00","0,44","30,00","1,16","16,00","199,00","116,00","0,04","0,23","0,50"
6700501,"Couve",99,"Não se aplica","140,00","20,00","0,44","30,00","1,16","16,00","199,00","116,00","0,04","0,23","0,50"
6700601,"Couve-flor",1,"Cru(a)","16,00","9,00","0,13","32,00","0,32","15,00","304,00","142,00","0,02","0,17","0,60"
6700601,"Couve-flor",2,"Cozido(a)","16,00","9,00","0,13","32,00","0,32","15,00","304,00","142,00","0,02","0,17","0,60"
6700601,"Couve-flor",5,"Frito(a)","16,00","9,00","0,13","32,00","0,32","15,00","304,00","142,00","0,02","0,17","2,28"
6700601,"Couve-flor",6,"Empanado(a)/à milanesa","35,86","11,92","0,19","60,14","0,86","99,57","304,00","135,48","0,04","0,39","9,94"
6700601,"Couve-flor",7,"Refogado(a)","16,00","9,00","0,13","32,00","0,32","15,00","304,00","142,00","0,02","0,17","2,28"
6700601,"Couve-flor",12,"Ao vinagrete","16,00","9,00","0,13","32,00","0,32","15,00","304,00","142,00","0,02","0,17","0,60"
6700601,"Couve-flor",99,"Não se aplica","16,00","9,00","0,13","32,00","0,32","15,00","304,00","142,00","0,02","0,17","0,60"
6700701,"Espinafre",1,"Cru(a)","136,00","87,00","0,94","56,00","3,57","70,00","210,00","466,00","0,17","0,76","1,50"
6700701,"Espinafre",2,"Cozido(a)","136,00","87,00","0,94","56,00","3,57","70,00","210,00","466,00","0,17","0,76","1,50"
6700701,"Espinafre",7,"Refogado(a)","136,00","87,00","0,94","56,00","3,57","70,00","210,00","466,00","0,17","0,76","2,66"
6700701,"Espinafre",12,"Ao vinagrete","136,00","87,00","0,94","56,00","3,57","70,00","210,00","466,00","0,17","0,76","1,50"
6700701,"Espinafre",99,"Não se aplica","136,00","87,00","0,94","56,00","3,57","70,00","210,00","466,00","0,17","0,76","1,50"
6700801,"Mostarda (verdura)",1,"Cru(a)","103,00","32,00","0,48","43,00","1,46","25,00","-","354,00","0,15","0,20","0,90"
6700801,"Mostarda (verdura)",2,"Cozido(a)","74,00","15,00","0,27","41,00","0,70","16,00","222,00","202,00","0,08","0,11","0,60"
6700801,"Mostarda (verdura)",7,"Refogado(a)","74,00","15,00","0,27","41,00","0,70","16,00","222,00","202,00","0,08","0,11","2,09"
6700801,"Mostarda (verdura)",99,"Não se aplica","74,00","15,00","0,27","41,00","0,70","16,00","222,00","202,00","0,08","0,11","0,60"
6700901,"Repolho",1,"Cru(a)","40,00","12,00","0,16","26,00","0,47","18,00","-","170,00","0,02","0,18","0,30"
6700901,"Repolho",2,"Cozido(a)","48,00","15,00","0,21","33,00","0,17","8,00","251,00","196,00","0,02","0,20","0,60"
6700901,"Repolho",5,"Frito(a)","48,00","15,00","0,21","33,00","0,17","8,00","251,00","196,00","0,02","0,20","1,99"
6700901,"Repolho",7,"Refogado(a)","48,00","15,00","0,21","33,00","0,17","8,00","251,00","196,00","0,02","0,20","1,99"
6700901,"Repolho",9,"Molho branco","48,00","15,00","0,21","33,00","0,17","8,00","251,00","196,00","0,02","0,20","0,60"
6700901,"Repolho",10,"Ao alho e óleo","48,00","15,00","0,21","33,00","0,17","8,00","251,00","196,00","0,02","0,20","1,99"
6700901,"Repolho",12,"Ao vinagrete","48,00","15,00","0,21","33,00","0,17","8,00","251,00","196,00","0,02","0,20","0,60"
6700901,"Repolho",13,"Ensopado","48,00","15,00","0,21","33,00","0,17","8,00","251,00","196,00","0,02","0,20","1,99"
6700901,"Repolho",15,"Sopa","8,56","6,35","0,07","15,76","0,29","310,43","-","88,32","0,04","0,12","1,34"
6700901,"Repolho",99,"Não se aplica","48,00","15,00","0,21","33,00","0,17","8,00","251,00","196,00","0,02","0,20","0,60"
6701101,"Cebolinha",99,"Não se aplica","61,00","20,00","0,13","33,00","1,92","4,00","-","260,00","0,06","0,45","0,50"
6701301,"Agrião",1,"Cru(a)","160,00","47,00","0,32","52,00","1,46","27,00","-","369,00","0,08","0,47","0,30"
6701301,"Agrião",2,"Cozido(a)","120,17","21,01","0,25","60,00","0,20","316,36","275,00","330,06","0,08","0,11","0,90"
6701301,"Agrião",12,"Ao vinagrete","120,17","21,01","0,25","60,00","0,20","316,36","275,00","330,06","0,08","0,11","0,90"
6701301,"Agrião",13,"Ensopado","120,83","21,07","0,24","60,83","0,20","60,88","275,00","330,83","0,08","0,11","0,94"
6701301,"Agrião",99,"Não se aplica","160,00","47,00","0,32","52,00","1,46","27,00","-","369,00","0,08","0,47","0,30"
6701401,"Taioba",1,"Cru(a)","141,00","38,00","0,66","53,00","1,90","1,00","-","290,00","0,16","0,60","-"
6701401,"Taioba",2,"Cozido(a)","140,00","20,00","0,44","30,00","1,16","16,00","199,00","116,00","0,04","0,23","0,50"
6701401,"Taioba",7,"Refogado(a)","140,00","20,00","0,44","30,00","1,16","16,00","222,00","116,00","0,04","0,23","1,60"
6701501,"Acelga",1,"Cru(a)","51,00","81,00","0,37","46,00","1,80","213,00","-","379,00","0,18","0,36","0,90"
6701501,"Acelga",2,"Cozido(a)","32,00","10,00","0,15","39,00","0,30","9,00","216,00","225,00","0,03","0,18","0,40"
6701501,"Acelga",7,"Refogado(a)","32,00","10,00","0,15","39,00","0,30","9,00","216,00","225,00","0,03","0,18","2,15"
6701501,"Acelga",99,"Não se aplica","51,00","81,00","0,37","46,00","1,80","213,00","-","379,00","0,18","0,36","0,90"
6701505,"Beterraba branca (acelga) ",2,"Cozido(a)","32,00","10,00","0,15","39,00","0,30","9,00","216,00","225,00","0,03","0,18","0,40"
6701601,"Almeirão",1,"Cru(a)","52,00","15,00","0,42","28,00","0,83","22,00","-","314,00","0,10","0,79","0,20"
6701601,"Almeirão",2,"Cozido(a)","64,00","18,00","0,55","32,00","1,02","29,00","210,00","364,00","0,12","0,97","0,26"
6701601,"Almeirão",7,"Refogado(a)","64,00","18,00","0,55","32,00","1,02","29,00","210,00","364,00","0,12","0,97","1,86"
6701601,"Almeirão",12,"Ao vinagrete","64,00","18,00","0,55","32,00","1,02","29,00","210,00","364,00","0,12","0,97","0,26"
6701602,"Radite",1,"Cru(a)","52,00","15,00","0,42","28,00","0,83","22,00","-","314,00","0,10","0,79","0,20"
6701602,"Radite",7,"Refogado(a)","64,00","18,00","0,55","32,00","1,02","29,00","210,00","364,00","0,12","0,97","1,86"
6701602,"Radite",12,"Ao vinagrete","64,00","18,00","0,55","32,00","1,02","29,00","210,00","364,00","0,12","0,97","0,26"
6701704,"Brócolis",1,"Cru(a)","47,00","21,00","0,21","66,00","0,73","33,00","-","316,00","0,05","0,41","2,50"
6701704,"Brócolis",2,"Cozido(a)","40,00","21,00","0,19","67,00","0,67","41,00","242,00","293,00","0,06","0,45","1,60"
6701704,"Brócolis",6,"Empanado(a)/à milanesa","29,41","16,96","0,22","73,00","1,23","243,98","242,00","194,28","0,05","0,47","13,96"
6701704,"Brócolis",7,"Refogado(a)","40,00","21,00","0,19","67,00","0,67","41,00","242,00","293,00","0,06","0,45","2,93"
6701704,"Brócolis",10,"Ao alho e óleo","40,00","21,00","0,19","67,00","0,67","41,00","242,00","293,00","0,06","0,45","2,93"
6701704,"Brócolis",12,"Ao vinagrete","40,00","21,00","0,19","67,00","0,67","41,00","242,00","293,00","0,06","0,45","1,60"
6701704,"Brócolis",99,"Não se aplica","40,00","21,00","0,19","67,00","0,67","41,00","242,00","293,00","0,06","0,45","1,60"
6701801,"Serralha",1,"Cru(a)","136,00","87,00","0,94","56,00","3,57","70,00","210,00","466,00","0,17","0,76","1,50"
6701801,"Serralha",2,"Cozido(a)","136,00","87,00","0,94","56,00","3,57","70,00","210,00","466,00","0,17","0,76","1,50"
6701801,"Serralha",7,"Refogado(a)","136,00","87,00","0,94","56,00","3,57","70,00","210,00","466,00","0,17","0,76","2,66"
6701901,"Caruru",2,"Cozido(a)","140,00","20,00","0,44","30,00","1,16","16,00","199,00","116,00","0,04","0,23","0,50"
6701906,"Cuxá",99,"Não se aplica","140,00","20,00","0,44","30,00","1,16","16,00","199,00","116,00","0,04","0,23","0,50"
6701907,"Vinagreira ",99,"Não se aplica","140,00","20,00","0,44","30,00","1,16","16,00","199,00","116,00","0,04","0,23","0,50"
6701913,"Cariru",99,"Não se aplica","140,00","20,00","0,44","30,00","1,16","16,00","199,00","116,00","0,04","0,23","0,50"
6702001,"Rúcula",99,"Não se aplica","160,00","47,00","0,32","52,00","1,46","27,00","-","369,00","0,08","0,47","0,30"
6702105,"Jambu",99,"Não se aplica","162,00","-","-","41,00","4,00","-","-","-","-","-","-"
6702201,"Língua de vaca (verdura)",1,"Cru(a)","145,00","9,00","0,28","10,00","0,19","20,00","-","169,00","0,04","0,13","1,30"
6702301,"Alcachofra",99,"Não se aplica","21,00","42,00","0,23","73,00","0,61","60,00","225,00","286,00","0,13","0,40","0,20"
6702501,"Bredo",99,"Não se aplica","140,00","20,00","0,44","30,00","1,16","16,00","199,00","116,00","0,04","0,23","0,50"
6702604,"Salsão (aipo)",7,"Refogado(a)","42,00","12,00","0,11","25,00","0,42","91,00","251,00","284,00","0,04","0,14","1,00"
6702801,"Erva-doce",99,"Não se aplica","49,00","17,00","0,19","50,00","0,73","52,00","-","414,00","0,07","0,20","0,70"
6703003,"Folha de aipim",1,"Cru(a)","145,00","9,00","0,28","10,00","0,19","20,00","-","169,00","0,04","0,13","1,30"
6703004,"Folha de macaxeira",2,"Cozido(a)","140,00","20,00","0,44","30,00","1,16","16,00","199,00","116,00","0,04","0,23","0,50"
6703101,"Broto de feijão",1,"Cru(a)","13,00","21,00","0,19","54,00","0,91","6,00","-","149,00","0,16","0,41","0,60"
6703101,"Broto de feijão",2,"Cozido(a)","12,00","14,00","0,14","28,00","0,65","10,00","304,00","101,00","0,12","0,47","2,28"
6703306,"Moranga",2,"Cozido(a)","15,00","9,00","0,09","30,00","0,57","1,00","154,00","230,00","0,09","0,23","0,20"
6703306,"Moranga",7,"Refogado(a)","15,00","9,00","0,09","30,00","0,57","1,00","154,00","230,00","0,09","0,23","1,05"
6703306,"Moranga",13,"Ensopado","15,00","9,00","0,09","30,00","0,57","1,00","154,00","230,00","0,09","0,23","1,05"
6703306,"Moranga",99,"Não se aplica","15,00","9,00","0,09","30,00","0,57","1,00","154,00","230,00","0,09","0,23","0,20"
6703701,"Abobrinha",1,"Cru(a)","15,00","17,00","0,18","38,00","0,35","2,00","-","262,00","0,05","0,29","0,20"
6703701,"Abobrinha",2,"Cozido(a)","27,00","24,00","0,21","39,00","0,36","1,00","212,00","192,00","0,10","0,39","0,20"
6703701,"Abobrinha",3,"Grelhado(a)/brasa/churrasco","27,00","24,00","0,21","39,00","0,36","1,00","212,00","192,00","0,10","0,39","0,20"
6703701,"Abobrinha",4,"Assado(a)","27,00","24,00","0,21","39,00","0,36","1,00","212,00","192,00","0,10","0,39","0,20"
6703701,"Abobrinha",5,"Frito(a)","27,00","24,00","0,21","39,00","0,36","1,00","212,00","192,00","0,10","0,39","1,36"
6703701,"Abobrinha",6,"Empanado(a)/à milanesa","43,61","21,73","0,21","78,48","1,22","93,58","212,00","212,17","0,09","0,47","12,41"
6703701,"Abobrinha",7,"Refogado(a)","27,00","24,00","0,21","39,00","0,36","1,00","212,00","192,00","0,10","0,39","1,36"
6703701,"Abobrinha",13,"Ensopado","27,00","24,00","0,21","39,00","0,36","1,00","212,00","192,00","0,10","0,39","1,36"
6703805,"Jerimum",1,"Cru(a)","15,00","9,00","0,09","30,00","0,57","1,00","154,00","230,00","0,09","0,23","0,20"
6703805,"Jerimum",2,"Cozido(a)","15,00","9,00","0,09","30,00","0,57","1,00","154,00","230,00","0,09","0,23","0,20"
6703901,"Abóbora",1,"Cru(a)","15,00","9,00","0,09","30,00","0,57","1,00","154,00","230,00","0,09","0,23","0,20"
6703901,"Abóbora",2,"Cozido(a)","15,00","9,00","0,09","30,00","0,57","1,00","154,00","230,00","0,09","0,23","0,20"
6703901,"Abóbora",4,"Assado(a)","15,00","9,00","0,09","30,00","0,57","1,00","154,00","230,00","0,09","0,23","0,20"
6703901,"Abóbora",5,"Frito(a)","15,00","9,00","0,09","30,00","0,57","1,00","154,00","230,00","0,09","0,23","1,05"
6703901,"Abóbora",7,"Refogado(a)","15,00","9,00","0,09","30,00","0,57","1,00","154,00","230,00","0,09","0,23","1,05"
6703901,"Abóbora",8,"Molho vermelho","14,60","10,40","0,09","29,20","0,66","105,60","154,00","250,20","0,10","0,22","0,20"
6703901,"Abóbora",13,"Ensopado","15,00","9,00","0,09","30,00","0,57","1,00","154,00","230,00","0,09","0,23","1,05"
6703901,"Abóbora",15,"Sopa","8,56","6,35","0,07","15,76","0,29","310,43","-","88,32","0,04","0,12","1,34"
6703901,"Abóbora",99,"Não se aplica","15,00","9,00","0,09","30,00","0,57","1,00","154,00","230,00","0,09","0,23","0,20"
6704001,"Pépino",99,"Não se aplica","16,00","13,00","0,08","24,00","0,28","2,00","-","147,00","0,04","0,20","0,30"
6704101,"Chuchu",1,"Cru(a)","13,00","12,00","0,17","29,00","0,22","1,00","236,00","173,00","0,11","0,31","0,30"
6704101,"Chuchu",2,"Cozido(a)","13,00","12,00","0,17","29,00","0,22","1,00","236,00","173,00","0,11","0,31","0,30"
6704101,"Chuchu",4,"Assado(a)","13,00","12,80","0,17","28,40","0,38","105,60","236,00","204,60","0,11","0,29","0,28"
6704101,"Chuchu",7,"Refogado(a)","13,00","12,00","0,17","29,00","0,22","1,00","236,00","173,00","0,11","0,31","1,60"
6704101,"Chuchu",8,"Molho vermelho","13,00","12,80","0,16","28,40","0,38","105,60","236,00","204,60","0,11","0,29","0,28"
6704101,"Chuchu",10,"Ao alho e óleo","13,00","12,00","0,17","29,00","0,22","1,00","236,00","173,00","0,11","0,31","1,60"
6704101,"Chuchu",12,"Ao vinagrete","13,00","12,00","0,17","29,00","0,22","1,00","236,00","173,00","0,11","0,31","0,30"
